City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,merizo village,13.2658,144.6691,26.31,90,87,6.68,GU,1738868260
366,suwayr,30.1171,40.3893,7.16,55,2,9.46,SA,1738868261
367,weno,7.4515,151.8468,27.69,80,86,8.89,FM,1738868262
368,rodolfo sanchez taboada,31.7167,-116.5667,17.28,93,0,0.89,MX,1738868263
369,hailar,49.2,119.7,-19.18,97,100,5.88,CN,1738868265
370,caetite,-14.0694,-42.475,29.79,35,5,3.62,BR,1738868266
371,levuka,50.1834,-105.4011,-18.15,78,40,10.29,CA,1738868267
372,ndioum,16.5129,-14.6471,27.1,7,0,4.41,SN,1738868268
373,kishtwar,33.3167,75.7667,0.96,39,0,3.24,IN,1738868269
374,harstad,68.799,16.5293,7.86,90,100,5.36,NO,1738868270
375,san rafael,-34.6177,-68.3301,36.01,19,0,4.9,AR,1738868272
376,bamboo flat,11.7,92.7167,23.05,88,87,1.03,IN,1738868273
377,kerch,45.3583,36.4758,1.92,74,100,13.98,UA,1738868274
378,elko,41.0002,-115.5012,2.58,48,100,0.45,US,1738868276
379,murgeni,46.2044,28.0197,-2.08,75,7,3.32,RO,1738868277
380,talara,-4.5772,-81.2719,30.42,51,40,3.6,PE,1738868278
381,saint-pierre,-21.3393,55.4781,27.82,78,0,1.54,RE,1738868279
382,kyzyl,51.7,94.45,-22.93,98,100,0.38,RU,1738868280
383,portland,45.5234,-122.6762,4.44,92,75,1.79,US,1738868035
384,tieli,46.95,128.05,-20.06,99,100,1.44,CN,1738868282
385,pisco,-13.7,-76.2167,26.12,78,0,4.12,PE,1738868086
386,castillos,-34.1667,-53.8333,25.33,57,6,5.6,UY,1738868284
387,swift current,50.2834,-107.8014,-19.55,71,0,11.32,CA,1738868285
388,kerikeri,-35.2268,173.9474,15.24,89,77,1.01,NZ,1738868286
389,tadine,-21.55,167.8833,25.78,89,100,8.1,NC,1738868287
390,afif,23.9065,42.9172,18.06,46,100,8.39,SA,1738868288
391,san patricio,28.017,-97.5169,26.24,62,98,5.32,US,1738868289
392,kalmunai,7.4167,81.8167,25.07,81,37,2.84,LK,1738868290
393,aberdeen,57.1437,-2.0981,4.59,87,0,3.6,GB,1738868119
394,zaozersk,69.4005,32.4476,2.28,80,100,15.97,RU,1738868293
395,kostanay,53.1667,63.5833,-10.84,85,0,5.0,KZ,1738868294
396,fada n'gourma,12.0622,0.3578,30.42,7,2,3.33,BF,1738868114
397,bogorodskoye,56.55,37.8833,-3.26,92,74,2.49,RU,1738868297
398,villa riva,19.1807,-69.9132,23.91,69,41,3.15,DO,1738868298
399,trondheim,63.4305,10.3951,1.62,68,34,1.34,NO,1738868299
400,al jawf,29.5,38.75,7.1,50,3,6.97,SA,1738868300
401,sao joao da barra,-21.6403,-41.0511,32.05,80,100,6.4,BR,1738868301
402,zharkent,44.1628,80.0,-8.39,67,97,1.58,KZ,1738868302
403,rabaul,-4.1967,152.1721,27.8,75,100,3.23,PG,1738868303
404,luganville,-15.5333,167.1667,24.78,84,96,3.07,VU,1738868304
405,rio grande,-32.035,-52.0986,27.62,56,0,8.21,BR,1738868287
406,cooma,-36.2333,149.1333,15.49,91,0,1.52,AU,1738868307
407,nizhneudinsk,54.9076,99.0276,-18.05,99,100,0.73,RU,1738868308
408,fort st. john,56.2499,-120.8529,-14.06,85,75,1.03,CA,1738868309
409,pul-e khumri,35.9446,68.7151,7.38,30,74,1.85,AF,1738868310
410,darwin,-12.4611,130.8418,28.99,84,75,6.17,AU,1738867623
411,laguna,38.421,-121.4238,9.56,92,100,6.17,US,1738868065
412,westerland,54.9079,8.3033,4.01,81,0,4.12,DE,1738868313
413,kathu,7.9178,98.3332,25.9,81,70,4.71,TH,1738868314
414,progreso,21.2833,-89.6667,28.65,53,0,5.43,MX,1738868315
415,gowurdak,37.8124,66.0466,9.6,31,94,2.59,TM,1738868316
416,glennville,31.9366,-81.9285,27.62,49,2,5.63,US,1738868100
417,t'aebaek,37.1759,128.9889,-11.51,90,39,2.2,KR,1738868318
418,vila velha,-20.3297,-40.2925,30.97,55,0,7.2,BR,1738868319
419,khanty-mansiysk,61.0042,69.0019,-12.94,85,20,2.0,RU,1738868320
420,waat,51.1454,6.4958,4.84,89,20,3.6,DE,1738868321
421,natal,-5.795,-35.2094,25.12,94,75,7.72,BR,1738868013
422,colon,9.3592,-79.9014,32.27,65,9,6.26,PA,1738868324
423,zilair,52.2332,57.4392,-11.15,93,93,6.21,RU,1738868325
424,makokou,0.5738,12.8642,22.9,92,100,0.95,GA,1738868326
425,katsuura,35.1333,140.3,4.54,48,98,4.47,JP,1738868327
426,kyzyl-mazhalyk,51.1333,90.6,-23.59,95,40,0.24,RU,1738868328
427,itamaraca,-7.7478,-34.8256,25.74,84,100,3.55,BR,1738868271
428,phalodi,27.1333,72.3667,14.59,17,10,4.23,IN,1738868330
429,lubango,-14.9172,13.4925,15.73,97,100,1.84,AO,1738868332
430,nadym,65.5333,72.5167,-12.81,95,100,4.29,RU,1738868333
431,edea,3.8,10.1333,27.81,78,100,2.53,CM,1738868334
432,mhamid,29.82,-5.72,14.66,30,0,3.37,MA,1738868335
433,praia da vitoria,38.7333,-27.0667,18.14,77,75,6.64,PT,1738868336
434,lichinga,-13.3128,35.2406,16.91,95,100,1.07,MZ,1738868338
435,al majaridah,19.1236,41.9111,24.7,67,6,0.99,SA,1738868339
436,swakopmund,-22.6833,14.5333,18.14,81,21,4.13,NA,1738868340
437,san andres,12.5847,-81.7006,28.01,74,20,5.66,CO,1738868341
438,floro,61.5996,5.0328,5.98,75,20,6.69,NO,1738868342
439,aiquile,-18.2041,-65.1807,23.03,40,48,2.38,BO,1738868343
440,saida,34.8303,0.1517,6.32,75,31,3.15,DZ,1738868344
441,dolinsk,47.35,142.8,-6.05,98,100,2.2,RU,1738868345
442,myeik,12.4333,98.6,25.17,81,74,2.22,MM,1738868346
443,nalut,30.3333,10.85,13.73,44,0,5.97,LY,1738868347
444,isla del bosque,22.7333,-105.85,25.71,42,0,3.35,MX,1738868348
445,luorong,24.4058,109.6086,8.49,81,100,6.04,CN,1738868349
446,oranjemund,-28.55,16.4333,17.17,83,0,4.74,NA,1738868350
447,bati,11.1833,40.0167,18.5,42,7,0.77,ET,1738868351
448,mahina,-17.5065,-149.489,28.87,74,2,1.54,PF,1738868353
449,bam,29.106,58.357,14.22,38,100,3.95,IR,1738868354
450,lazaro cardenas,17.9583,-102.2,28.72,56,0,4.33,MX,1738868355
451,jammalamadugu,14.8333,78.4,23.57,52,9,3.27,IN,1738868356
452,l'govskiy,51.6307,35.2775,-2.74,89,100,3.45,RU,1738868357
453,okha,53.5739,142.9478,-4.01,81,100,10.76,RU,1738868358
454,tulum,20.2167,-87.4667,28.78,55,0,3.87,MX,1738868359
455,santa rosa de rio primero,-31.1523,-63.4019,38.54,13,0,3.76,AR,1738868360
456,minas de marcona,-15.2119,-75.1103,23.59,59,51,6.87,PE,1738868361
457,micheweni,-4.9667,39.8333,26.87,78,100,6.95,TZ,1738868362
458,papao,-17.75,-149.55,28.82,80,15,6.93,PF,1738868363
459,guadalupe y calvo,26.1,-106.9667,21.48,19,0,3.52,MX,1738868365
460,darovskoy,58.77,47.9564,-17.71,100,100,0.45,RU,1738868367
461,plastun,44.7561,136.2939,-15.54,64,100,5.06,RU,1738868368
462,bang racham,14.892,100.3173,23.74,72,97,2.6,TH,1738868369
463,tambo,-14.8,-73.9167,10.17,68,99,3.12,PE,1738868370
464,karmaskaly,54.3709,56.1837,-13.05,100,51,0.86,RU,1738868371
465,san miguel,13.4833,-88.1833,35.78,24,0,2.06,SV,1738868086
466,canico,32.6333,-16.85,17.78,86,20,5.14,PT,1738868373
467,dolores,-36.3132,-57.6792,29.99,35,0,2.62,AR,1738868374
468,pocone,-16.2567,-56.6228,28.32,68,100,1.91,BR,1738868375
469,roma,43.2128,-75.4557,1.49,90,100,5.53,US,1738868377
470,mwinilunga,-11.7358,24.4293,16.1,99,100,1.53,ZM,1738868378
471,alotau,-10.3069,150.4462,26.01,87,100,2.83,PG,1738868379
472,enshi,30.3,109.4833,4.63,94,76,0.36,CN,1738868380
473,nchelenge,-9.3451,28.734,21.11,90,100,1.84,ZM,1738868381
474,kenora,49.8167,-94.4337,-14.46,78,100,5.14,CA,1738868382
475,strelka,58.0728,93.0344,-23.86,100,100,0.18,RU,1738868383
476,narsimhapur,22.95,79.2,15.69,20,0,1.24,IN,1738868384
477,tocopilla,-22.092,-70.1979,23.91,70,1,3.09,CL,1738868385
478,villa ocampo,-28.4875,-59.3551,42.67,21,0,3.65,AR,1738868386
479,taksimo,56.3444,114.8794,-33.22,87,25,1.08,RU,1738868390
480,nanakuli,21.3906,-158.1547,21.07,82,0,0.0,US,1738868391
481,bijapur,16.8333,75.7,25.5,33,0,2.89,IN,1738868392
482,miles city,46.4083,-105.8406,-13.09,64,37,2.22,US,1738868393
483,rongelap,11.1635,166.8941,26.36,76,5,6.98,MH,1738868394
484,kayyerkan,69.3786,87.7439,-19.08,98,100,2.99,RU,1738868395
485,mumford,5.2618,-0.759,27.18,83,97,6.42,GH,1738868396
486,qaisumah,28.3112,46.1273,15.98,39,0,2.06,SA,1738868397
487,palangkaraya,-2.2,113.8333,24.38,91,100,0.44,ID,1738868398
488,lappeenranta,61.0587,28.1887,0.03,100,100,1.54,FI,1738868399
489,buinsk,54.95,48.2833,-12.27,97,56,1.64,RU,1738868401
490,hanzhong,33.0728,107.0303,2.69,36,6,1.69,CN,1738868403
491,champerico,14.3,-91.9167,29.61,61,0,5.12,GT,1738868404
492,chake chake,-5.2459,39.7666,26.43,76,100,6.08,TZ,1738868405
493,puerto gaitan,4.3133,-72.0816,36.7,26,63,5.16,CO,1738868406
494,north bondi,-33.8824,151.2769,21.27,86,0,2.65,AU,1738868407
495,argo,37.6333,22.7333,6.35,74,29,1.43,GR,1738868408
496,novodvinsk,64.4165,40.8122,-5.14,94,29,3.53,RU,1738868409
497,villa emilio carranza,19.9667,-96.6,26.6,72,21,4.21,MX,1738868410
498,bykhaw,53.5193,30.2469,-5.88,92,10,1.62,BY,1738868411
499,hoeryong,42.4428,129.7508,-17.25,70,28,6.09,KP,1738868413
500,hanover,52.3705,9.7332,4.96,94,100,3.09,DE,1738868414
501,usevia,-7.1,31.2333,19.39,89,100,1.16,TZ,1738868415
502,es castell,39.8795,4.2854,10.38,81,20,3.09,ES,1738868416
503,dorado,18.4588,-66.2677,28.94,70,40,7.72,PR,1738868417
504,inhambane,-23.865,35.3833,25.24,75,66,5.36,MZ,1738868418
505,multai,21.7667,78.25,17.61,26,0,2.91,IN,1738868419
506,sarkand,45.41,79.9186,-6.05,60,83,3.96,KZ,1738868420
507,saucillo,28.0167,-105.2833,27.08,12,0,1.64,MX,1738868412
508,nuuk,64.1835,-51.7216,-10.66,79,75,11.83,GL,1738868290
509,liaoyang,41.2719,123.1731,-14.73,79,100,4.67,CN,1738868423
510,daye,30.0833,114.95,6.16,51,0,2.54,CN,1738868425
511,douz,33.4663,9.0203,13.79,57,61,4.28,TN,1738868426
512,dryden,49.7833,-92.7503,-13.84,72,100,8.23,CA,1738868427
513,camana,-16.6228,-72.7111,24.9,72,0,3.03,PE,1738868428
514,hami,42.8,93.45,-6.76,41,0,1.84,CN,1738868429
515,lae,-6.7221,146.9847,23.32,88,99,2.32,PG,1738868430
516,astaneh-ye ashrafiyeh,37.2596,49.9444,7.96,93,100,1.58,IR,1738868431
517,tucurui,-3.7661,-49.6725,28.48,75,83,1.11,BR,1738868433
518,forster,-32.1667,152.5167,16.88,100,11,2.22,AU,1738868435
519,khandyga,62.6667,135.6,-43.19,100,87,0.19,RU,1738868436
520,ar ruways,24.1103,52.7306,22.16,43,100,5.24,AE,1738868437
521,at-bashi,41.1702,75.8106,-16.71,73,95,1.66,KG,1738868438
522,kamensk-ural'skiy,56.4185,61.9329,-14.95,100,83,0.94,RU,1738868439
523,elassona,39.8947,22.1886,3.91,78,76,0.8,GR,1738868440
524,chernyshevskiy,63.0128,112.4714,-34.55,100,95,1.63,RU,1738868441
525,road town,18.4167,-64.6167,27.02,65,75,6.17,VG,1738868212
526,kampong speu,11.5,104.3333,21.26,73,93,1.21,KH,1738868443
527,freeport,40.6576,-73.5832,4.05,96,100,3.09,US,1738868217
528,namtsy,62.7161,129.6658,-38.04,99,35,2.05,RU,1738868445
529,miri,4.4148,114.0089,25.08,94,40,1.03,MY,1738868446
530,ciudad de huajuapan de leon,17.8,-97.7667,26.38,26,69,2.82,MX,1738868447
531,i-n-salah,27.1935,2.4607,16.02,37,0,6.21,DZ,1738868449
532,north platte,41.1239,-100.7654,5.77,32,5,3.13,US,1738868450
533,sudak,44.85,34.9667,-0.96,92,100,7.0,UA,1738868451
534,golyshmanovo,56.3979,68.3728,-11.5,98,100,1.35,RU,1738868452
535,kosh-agach,50.0,88.6667,-29.11,88,79,1.16,RU,1738868454
536,gap,44.6667,6.0,-0.65,57,0,2.34,FR,1738868455
537,kasongo-lunda,-6.4667,16.8167,21.76,97,94,1.32,CD,1738868456
538,magadan,59.5667,150.8,-21.96,71,4,4.73,RU,1738868457
539,howrah,22.5892,88.3103,23.0,60,0,0.0,IN,1738868458
540,nieuw amsterdam,5.8833,-55.0833,28.01,78,40,2.57,SR,1738868459
541,madagali,10.8902,13.6312,25.26,19,2,3.01,NG,1738868460
542,acarau,-2.8856,-40.12,28.88,71,49,6.39,BR,1738868461
543,yuzhno-kurilsk,44.0306,145.8556,-3.65,82,32,2.02,RU,1738868462
544,as sulayyil,20.4607,45.5779,22.21,9,8,2.3,SA,1738868466
545,kondagaon,19.6,81.6667,18.37,54,0,2.51,IN,1738868467
546,ta`u,-14.2336,-169.5144,28.23,75,69,5.72,AS,1738868468
547,coquimbo,-29.9533,-71.3436,20.85,68,40,7.2,CL,1738868272
548,acapulco de juarez,16.8634,-99.8901,26.76,56,79,4.0,MX,1738868354
549,batticaloa,7.7102,81.6924,25.4,79,28,3.12,LK,1738868471
550,kargasok,59.0556,80.8572,-19.32,100,100,1.39,RU,1738868472
551,ostersund,63.1792,14.6357,-1.75,69,0,4.12,SE,1738868473
552,bejaia,36.7559,5.0843,11.6,71,40,2.06,DZ,1738868474
553,viedma,-40.8135,-62.9967,29.27,17,0,5.73,AR,1738868423
554,republic,37.12,-93.4802,3.25,100,100,5.66,US,1738868477
555,el charco,2.4769,-78.1105,28.01,80,71,3.46,CO,1738868478
556,santana,-0.0583,-51.1817,27.1,89,100,4.12,BR,1738868479
557,salacgriva,57.7536,24.3581,1.62,89,100,3.24,LV,1738868480
558,pandharpur,17.6667,75.3333,26.04,32,0,2.31,IN,1738868481
559,malvan,16.0667,73.4667,23.89,68,0,2.09,IN,1738868482
560,akureyri,65.6835,-18.0878,2.96,75,100,10.8,IS,1738868483
561,goure,13.9835,10.2704,23.11,11,5,4.75,NE,1738868484
562,ke-macina,13.9623,-5.3572,28.9,15,100,3.32,ML,1738868485
563,mogadishu,2.0371,45.3438,24.77,89,54,9.15,SO,1738868239
564,lodja,-3.4833,23.4333,21.95,97,100,0.64,CD,1738868488
565,lompoc,34.6391,-120.4579,14.52,85,100,8.23,US,1738868489
566,achinsk,56.2694,90.4993,-23.82,100,90,0.73,RU,1738868490
567,tucupita,9.0622,-62.051,29.41,55,72,3.82,VE,1738868491
568,ngaoundere,7.3167,13.5833,23.11,19,13,2.07,CM,1738868492
569,cabo san lucas,22.8909,-109.9124,22.57,50,0,3.65,MX,1738868463
570,kohtla-jarve,59.3986,27.2731,-1.34,95,98,2.43,EE,1738868494
571,gua musang,4.8823,101.9644,20.85,94,99,0.45,MY,1738868496
572,new plymouth,-39.0667,174.0833,16.56,100,19,2.22,NZ,1738868497
573,coracora,-15.0333,-73.7833,15.58,74,100,4.29,PE,1738868498
574,prachin buri,14.0833,101.6667,23.82,68,100,0.97,TH,1738868499
575,ulladulla,-35.35,150.4667,19.28,81,0,3.09,AU,1738868501
576,usogorsk,63.4106,48.6872,-5.19,94,100,2.87,RU,1738868502
577,zhlobin,52.8926,30.024,-3.91,75,76,2.11,BY,1738868503
578,barcelos,41.5388,-8.6151,9.9,74,100,2.06,PT,1738868506
579,coyhaique,-45.5752,-72.0662,13.91,49,12,6.73,CL,1738868270
580,hazard,37.2495,-83.1932,17.58,85,100,3.92,US,1738868508
581,'ain el hadjar,34.7585,0.1453,5.59,74,43,3.78,DZ,1738868510
582,santa cruz,-17.8,-63.1667,32.7,58,40,7.72,BO,1738868330
583,lagos,6.5833,3.75,27.81,80,42,3.79,NG,1738867835
584,mawu,34.4307,104.9176,-11.62,63,100,0.09,CN,1738868514
